# g, gerr, r, rerr
2.195899999999999963e+01 7.900000000000000078e-02 2.191100000000000136e+01 1.260000000000000009e-01
2.024399999999999977e+01 2.599999999999999881e-02 1.992200000000000060e+01 2.199999999999999872e-02
1.784499999999999886e+01 1.499999999999999944e-02 1.730099999999999838e+01 1.700000000000000122e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.146600000000000108e+01 8.999999999999999667e-02
2.238400000000000034e+01 1.189999999999999947e-01 2.177899999999999991e+01 9.700000000000000289e-02
2.247599999999999909e+01 1.320000000000000062e-01 2.231899999999999906e+01 1.390000000000000124e-01
2.167599999999999838e+01 7.599999999999999811e-02 2.122800000000000153e+01 7.399999999999999634e-02
2.060600000000000165e+01 3.899999999999999994e-02 2.041600000000000037e+01 6.600000000000000311e-02
2.202299999999999969e+01 8.999999999999999667e-02 2.148499999999999943e+01 8.000000000000000167e-02
2.254599999999999937e+01 3.170000000000000040e-01 2.116700000000000159e+01 1.280000000000000027e-01
2.070499999999999829e+01 2.599999999999999881e-02 2.029200000000000159e+01 3.500000000000000333e-02
2.085200000000000031e+01 3.300000000000000155e-02 2.052199999999999847e+01 3.400000000000000244e-02
2.353999999999999915e+01 3.420000000000000262e-01 2.210399999999999920e+01 1.310000000000000053e-01
1.988800000000000168e+01 2.299999999999999961e-02 1.959799999999999898e+01 2.299999999999999961e-02
1.904200000000000159e+01 1.400000000000000029e-02 1.873100000000000165e+01 1.499999999999999944e-02
2.193199999999999861e+01 7.499999999999999722e-02 2.146699999999999875e+01 8.200000000000000344e-02
1.886299999999999955e+01 1.700000000000000122e-02 1.751999999999999957e+01 1.299999999999999940e-02
1.892200000000000060e+01 2.100000000000000130e-02 1.860800000000000054e+01 1.700000000000000122e-02
2.173300000000000054e+01 5.899999999999999689e-02 2.133999999999999986e+01 6.800000000000000488e-02
2.269600000000000151e+01 1.250000000000000000e-01 2.110600000000000165e+01 5.099999999999999672e-02
2.172200000000000131e+01 5.999999999999999778e-02 2.120400000000000063e+01 5.899999999999999689e-02
2.118400000000000105e+01 4.100000000000000172e-02 2.081700000000000017e+01 4.499999999999999833e-02
2.004400000000000048e+01 2.199999999999999872e-02 1.892999999999999972e+01 1.499999999999999944e-02
2.022599999999999909e+01 1.059999999999999970e-01 1.982900000000000063e+01 8.500000000000000611e-02
1.881700000000000017e+01 1.200000000000000025e-02 1.841100000000000136e+01 1.099999999999999936e-02
2.178699999999999903e+01 6.500000000000000222e-02 2.124899999999999878e+01 6.600000000000000311e-02
2.173799999999999955e+01 7.000000000000000666e-02 2.100700000000000145e+01 4.900000000000000189e-02
2.094999999999999929e+01 2.999999999999999889e-02 2.059900000000000020e+01 4.299999999999999656e-02
2.042999999999999972e+01 2.900000000000000147e-02 1.945899999999999963e+01 2.000000000000000042e-02
2.125199999999999889e+01 5.099999999999999672e-02 2.086899999999999977e+01 5.800000000000000294e-02
2.260200000000000031e+01 1.179999999999999938e-01 2.108800000000000097e+01 5.199999999999999761e-02
2.322599999999999909e+01 2.099999999999999922e-01 2.181200000000000117e+01 1.019999999999999934e-01
2.074500000000000099e+01 3.300000000000000155e-02 2.037500000000000000e+01 3.099999999999999978e-02
1.955000000000000071e+01 1.899999999999999953e-02 1.930199999999999960e+01 1.499999999999999944e-02
2.116199999999999903e+01 3.400000000000000244e-02 2.011299999999999955e+01 2.500000000000000139e-02
2.125799999999999912e+01 4.599999999999999922e-02 2.087500000000000000e+01 4.499999999999999833e-02
1.999699999999999989e+01 2.400000000000000050e-02 1.892099999999999937e+01 1.700000000000000122e-02
2.288500000000000156e+01 2.260000000000000064e-01 2.120200000000000173e+01 9.400000000000000022e-02
2.200100000000000122e+01 7.099999999999999367e-02 2.136199999999999832e+01 9.199999999999999845e-02
2.187699999999999889e+01 8.599999999999999312e-02 2.153399999999999892e+01 7.399999999999999634e-02
2.152400000000000091e+01 5.600000000000000117e-02 2.124599999999999866e+01 8.000000000000000167e-02
1.946799999999999997e+01 1.700000000000000122e-02 1.916499999999999915e+01 1.499999999999999944e-02
2.237600000000000122e+01 1.130000000000000032e-01 2.128000000000000114e+01 8.599999999999999312e-02
2.123100000000000165e+01 4.700000000000000011e-02 2.086599999999999966e+01 4.499999999999999833e-02
1.685200000000000031e+01 7.000000000000000146e-03 1.594299999999999962e+01 7.000000000000000146e-03
2.100799999999999912e+01 4.299999999999999656e-02 2.071300000000000097e+01 4.000000000000000083e-02
2.094399999999999906e+01 3.699999999999999817e-02 2.065899999999999892e+01 4.399999999999999745e-02
2.213400000000000034e+01 1.049999999999999961e-01 2.093199999999999861e+01 4.000000000000000083e-02
2.398100000000000165e+01 3.800000000000000044e-01 2.271600000000000108e+01 2.300000000000000100e-01
2.212399999999999878e+01 8.000000000000000167e-02 2.088200000000000145e+01 5.600000000000000117e-02
2.300700000000000145e+01 2.059999999999999887e-01 2.180699999999999861e+01 8.000000000000000167e-02
1.753099999999999881e+01 1.000000000000000021e-02 1.680600000000000094e+01 1.400000000000000029e-02
2.259799999999999898e+01 1.380000000000000115e-01 2.195499999999999829e+01 1.089999999999999997e-01
2.033099999999999952e+01 2.800000000000000058e-02 2.006599999999999895e+01 2.599999999999999881e-02
2.007999999999999829e+01 2.500000000000000139e-02 1.980999999999999872e+01 2.100000000000000130e-02
2.101999999999999957e+01 3.799999999999999906e-02 1.996900000000000119e+01 2.900000000000000147e-02
2.049699999999999989e+01 2.199999999999999872e-02 2.014099999999999824e+01 2.400000000000000050e-02
2.139399999999999835e+01 5.999999999999999778e-02 2.059799999999999898e+01 3.899999999999999994e-02
2.233299999999999841e+01 1.069999999999999979e-01 2.092099999999999937e+01 5.399999999999999939e-02
2.138299999999999912e+01 5.099999999999999672e-02 2.091400000000000148e+01 5.899999999999999689e-02
1.669999999999999929e+01 8.000000000000000167e-03 1.625100000000000122e+01 7.000000000000000146e-03
2.034799999999999898e+01 3.300000000000000155e-02 2.004200000000000159e+01 3.300000000000000155e-02
1.876399999999999935e+01 1.499999999999999944e-02 1.831800000000000139e+01 1.099999999999999936e-02
2.159499999999999886e+01 5.099999999999999672e-02 2.017599999999999838e+01 2.900000000000000147e-02
2.151099999999999923e+01 5.099999999999999672e-02 2.099399999999999977e+01 5.899999999999999689e-02
2.160000000000000142e+01 6.500000000000000222e-02 2.113400000000000034e+01 6.300000000000000044e-02
1.855699999999999861e+01 1.499999999999999944e-02 1.820299999999999940e+01 1.200000000000000025e-02
1.727199999999999847e+01 1.099999999999999936e-02 1.682300000000000040e+01 1.200000000000000025e-02
2.023100000000000165e+01 2.800000000000000058e-02 1.989900000000000091e+01 2.299999999999999961e-02
1.965399999999999991e+01 1.600000000000000033e-02 1.851200000000000045e+01 1.400000000000000029e-02
2.112699999999999889e+01 5.299999999999999850e-02 2.074599999999999866e+01 5.099999999999999672e-02
1.665899999999999892e+01 5.000000000000000104e-03 1.601899999999999835e+01 8.999999999999999320e-03
2.092500000000000071e+01 3.599999999999999728e-02 2.064999999999999858e+01 3.599999999999999728e-02
2.256599999999999895e+01 1.250000000000000000e-01 2.123900000000000077e+01 5.899999999999999689e-02
2.283999999999999986e+01 1.700000000000000122e-01 2.111499999999999844e+01 8.699999999999999400e-02
2.094399999999999906e+01 8.300000000000000433e-02 1.925900000000000034e+01 8.400000000000000522e-02
2.196199999999999974e+01 7.599999999999999811e-02 2.145799999999999841e+01 7.699999999999999900e-02
2.117399999999999949e+01 4.700000000000000011e-02 1.977499999999999858e+01 2.100000000000000130e-02
2.116100000000000136e+01 4.000000000000000083e-02 1.966700000000000159e+01 2.299999999999999961e-02
2.082000000000000028e+01 3.300000000000000155e-02 2.054500000000000171e+01 4.299999999999999656e-02
2.185099999999999909e+01 8.000000000000000167e-02 2.032400000000000162e+01 2.900000000000000147e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.142000000000000171e+01 9.400000000000000022e-02
2.187699999999999889e+01 7.499999999999999722e-02 2.146600000000000108e+01 7.000000000000000666e-02
2.135000000000000142e+01 1.069999999999999979e-01 2.008200000000000074e+01 8.000000000000000167e-02
2.196900000000000119e+01 7.699999999999999900e-02 2.156599999999999895e+01 7.599999999999999811e-02
1.958399999999999963e+01 2.100000000000000130e-02 1.932400000000000162e+01 1.600000000000000033e-02
2.093700000000000117e+01 3.699999999999999817e-02 2.054599999999999937e+01 3.500000000000000333e-02
2.069900000000000162e+01 2.599999999999999881e-02 2.035600000000000165e+01 2.599999999999999881e-02
2.251000000000000156e+01 1.059999999999999970e-01 2.160600000000000165e+01 1.049999999999999961e-01
1.756099999999999994e+01 1.200000000000000025e-02 1.696099999999999852e+01 8.000000000000000167e-03
1.967599999999999838e+01 2.199999999999999872e-02 1.923400000000000176e+01 1.600000000000000033e-02
2.003800000000000026e+01 2.699999999999999969e-02 1.864300000000000068e+01 1.600000000000000033e-02
1.830699999999999861e+01 2.100000000000000130e-02 1.778699999999999903e+01 1.799999999999999864e-02
1.997200000000000131e+01 1.899999999999999953e-02 1.875400000000000134e+01 1.499999999999999944e-02
2.242699999999999960e+01 1.079999999999999988e-01 2.164999999999999858e+01 8.599999999999999312e-02
2.079299999999999926e+01 2.800000000000000058e-02 2.031500000000000128e+01 3.300000000000000155e-02
2.255300000000000082e+01 1.069999999999999979e-01 2.184600000000000009e+01 1.089999999999999997e-01
2.260399999999999920e+01 1.320000000000000062e-01 2.214699999999999847e+01 1.270000000000000018e-01
2.161799999999999855e+01 5.999999999999999778e-02 2.111799999999999855e+01 7.099999999999999367e-02
1.982700000000000173e+01 1.899999999999999953e-02 1.952599999999999980e+01 1.799999999999999864e-02
2.020400000000000063e+01 2.500000000000000139e-02 1.988400000000000034e+01 2.299999999999999961e-02
2.229700000000000060e+01 9.800000000000000377e-02 2.096699999999999875e+01 6.300000000000000044e-02
1.943100000000000094e+01 1.899999999999999953e-02 1.915299999999999869e+01 1.600000000000000033e-02
2.198799999999999955e+01 8.500000000000000611e-02 2.159900000000000020e+01 1.000000000000000056e-01
1.689000000000000057e+01 7.000000000000000146e-03 1.628300000000000125e+01 1.099999999999999936e-02
1.984600000000000009e+01 2.500000000000000139e-02 1.956400000000000006e+01 1.899999999999999953e-02
2.306299999999999883e+01 2.479999999999999982e-01 2.182900000000000063e+01 9.600000000000000200e-02
1.965500000000000114e+01 1.899999999999999953e-02 1.918499999999999872e+01 1.600000000000000033e-02
2.204100000000000037e+01 7.900000000000000078e-02 2.139300000000000068e+01 7.900000000000000078e-02
1.882000000000000028e+01 1.200000000000000025e-02 1.811899999999999977e+01 1.000000000000000021e-02
2.000900000000000034e+01 2.599999999999999881e-02 1.972800000000000153e+01 1.899999999999999953e-02
2.366100000000000136e+01 2.610000000000000098e-01 2.162699999999999889e+01 1.079999999999999988e-01
2.178200000000000003e+01 1.110000000000000014e-01 2.071799999999999997e+01 7.799999999999999989e-02
2.182400000000000162e+01 7.599999999999999811e-02 2.126599999999999824e+01 6.500000000000000222e-02
2.360099999999999909e+01 3.300000000000000155e-01 2.203600000000000136e+01 1.310000000000000053e-01
2.167899999999999849e+01 7.799999999999999989e-02 2.108500000000000085e+01 5.399999999999999939e-02
2.228399999999999892e+01 1.069999999999999979e-01 2.085000000000000142e+01 4.800000000000000100e-02
2.327100000000000080e+01 2.770000000000000240e-01 2.212500000000000000e+01 1.419999999999999873e-01
2.219099999999999895e+01 8.699999999999999400e-02 2.153099999999999881e+01 8.999999999999999667e-02
2.119099999999999895e+01 4.700000000000000011e-02 2.074899999999999878e+01 4.700000000000000011e-02
1.838100000000000023e+01 1.099999999999999936e-02 1.797299999999999898e+01 1.200000000000000025e-02
1.458399999999999963e+01 8.000000000000000167e-03 1.407499999999999929e+01 7.000000000000000146e-03
1.930499999999999972e+01 1.600000000000000033e-02 1.823799999999999955e+01 1.099999999999999936e-02
2.235600000000000165e+01 1.069999999999999979e-01 2.161700000000000088e+01 1.140000000000000041e-01
2.044000000000000128e+01 2.299999999999999961e-02 2.009199999999999875e+01 2.400000000000000050e-02
1.536999999999999922e+01 7.000000000000000146e-03 1.497899999999999920e+01 8.000000000000000167e-03
1.547300000000000075e+01 6.000000000000000125e-03 1.499300000000000033e+01 6.000000000000000125e-03
2.208500000000000085e+01 8.699999999999999400e-02 2.143700000000000117e+01 7.199999999999999456e-02
2.157700000000000173e+01 6.300000000000000044e-02 2.094399999999999906e+01 4.700000000000000011e-02
2.024299999999999855e+01 2.199999999999999872e-02 1.996199999999999974e+01 2.400000000000000050e-02
2.164199999999999946e+01 5.500000000000000028e-02 2.124699999999999989e+01 7.799999999999999989e-02
2.081299999999999883e+01 3.500000000000000333e-02 2.049399999999999977e+01 3.599999999999999728e-02
2.139499999999999957e+01 5.299999999999999850e-02 2.098400000000000176e+01 5.099999999999999672e-02
2.198499999999999943e+01 7.399999999999999634e-02 2.156099999999999994e+01 8.400000000000000522e-02
2.175000000000000000e+01 7.099999999999999367e-02 2.035699999999999932e+01 2.800000000000000058e-02
2.193900000000000006e+01 6.700000000000000400e-02 2.131800000000000139e+01 7.599999999999999811e-02
2.110800000000000054e+01 4.499999999999999833e-02 2.064799999999999969e+01 4.499999999999999833e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.215800000000000125e+01 1.590000000000000024e-01
1.981099999999999994e+01 2.100000000000000130e-02 1.953600000000000136e+01 1.799999999999999864e-02
1.962399999999999878e+01 1.899999999999999953e-02 1.932999999999999829e+01 1.799999999999999864e-02
2.232700000000000173e+01 1.219999999999999973e-01 2.171699999999999875e+01 1.069999999999999979e-01
1.680699999999999861e+01 8.000000000000000167e-03 1.594800000000000040e+01 8.000000000000000167e-03
2.123100000000000165e+01 4.900000000000000189e-02 2.099699999999999989e+01 5.600000000000000117e-02
2.355999999999999872e+01 2.929999999999999827e-01 2.209700000000000131e+01 1.449999999999999900e-01
2.180099999999999838e+01 9.400000000000000022e-02 2.138200000000000145e+01 6.800000000000000488e-02
2.257700000000000173e+01 1.630000000000000060e-01 2.180699999999999861e+01 1.320000000000000062e-01
1.862000000000000099e+01 8.999999999999999320e-03 1.798600000000000065e+01 8.999999999999999320e-03
2.272500000000000142e+01 1.509999999999999953e-01 2.197599999999999909e+01 1.229999999999999982e-01
2.164300000000000068e+01 6.199999999999999956e-02 2.029799999999999827e+01 3.500000000000000333e-02
2.056299999999999883e+01 2.999999999999999889e-02 2.030399999999999849e+01 2.900000000000000147e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.230099999999999838e+01 1.980000000000000093e-01
1.971799999999999997e+01 2.400000000000000050e-02 1.944600000000000151e+01 2.000000000000000042e-02
2.064600000000000080e+01 1.650000000000000078e-01 1.998000000000000043e+01 1.449999999999999900e-01
1.983099999999999952e+01 1.899999999999999953e-02 1.935600000000000165e+01 2.000000000000000042e-02
2.043700000000000117e+01 2.299999999999999961e-02 1.944500000000000028e+01 1.799999999999999864e-02
2.008399999999999963e+01 1.370000000000000107e-01 1.911400000000000077e+01 1.150000000000000050e-01
2.220899999999999963e+01 8.200000000000000344e-02 2.162500000000000000e+01 9.099999999999999756e-02
1.819900000000000162e+01 1.000000000000000021e-02 1.709600000000000009e+01 1.000000000000000021e-02
2.090500000000000114e+01 2.999999999999999889e-02 2.058899999999999864e+01 3.899999999999999994e-02
2.223900000000000077e+01 9.600000000000000200e-02 2.168799999999999883e+01 8.599999999999999312e-02
